Time,User,Tweet
2023-04-17T06:46:07.000Z,1639156324339531777,"Today #profit made by #client
Join now for services https://t.co/6HtpUV4x5k
https://t.co/Ut4skZ8Ysq

#xauusd #eurusd #usdcad #usdjpy #gbpusd #forexsignals #msft #nvda #wmt #tsla #aapl #spy #usoil #crudeoil https://t.co/Gx99ksMEL2"
2023-04-17T06:45:11.000Z,1589007443853340672,"RT @jayzpio: Reading #TSLA 🔋🚗 financial report with @LangChainAI 🦜⛓️ @streamlit  and Chatgpt

Fun weekend project, but 🤯. Imagine no longer…"
2023-04-17T06:44:10.000Z,1229084237967613953,"#NZDJPY ALL targets hit! 180 pips profit🎯

Join our FREE telegram channel. Link in the bio.

#xauusd #eurusd #eurjpy #usdcad #usdjpy #gbpusd #eth #nfts #crypto #tsla #aapl #spy #nasdaq #dji #spx #msft #nvda #wmt #btc #bitcoin https://t.co/pqrWPDtVdO"
2023-04-17T06:43:43.000Z,1508706212942077962,"Hype machine lowers expectations just before reality bites:

#SpaceKaren #TSLA #TSLAQ

https://t.co/e6r0YSrMNk"
2023-04-17T06:40:00.000Z,1550281348669067264,"RT @lastadam: $TSLA #TSLA 4/21 4DTE 68% Probability of Market Maker Move = 171.2-198.8 based on tonight's options premiums @ 93.28% IV. 

g…"
2023-04-17T06:39:31.000Z,1304890491402678273,"RT @lastadam: $TSLA #TSLA 4/21 4DTE 68% Probability of Market Maker Move = 171.2-198.8 based on tonight's options premiums @ 93.28% IV. 

g…"
2023-04-17T06:34:17.000Z,1264295756388761600,"@elonmusk why is it when #TSLA cars makes accidents it’s all over the news, as of no other car brands have accidents too . That’s a direct attack on the company"
2023-04-17T06:33:16.000Z,2348915797,"RT @SuperLuckeee: Where are they getting this information? it’s wrong pertaining to megacaps. No wonder people are so confused.

If you wat…"
2023-04-17T06:32:41.000Z,1538128842145120257,"RT @mrvuxxx: Soon I’ll be able to buy $1 of #TSLA @elonmusk 😄 maybe $2. 

Team $SOLO #Sologenic #XRPL https://t.co/tU5bYG8JoL"
2023-04-17T06:31:17.000Z,1513215005306634245,"#EURJPY ALL targets hit smoothly! 270 pips profit✅🎯

Join our FREE telegram channel. Link in the bio.

#xauusd #eurusd #usdcad #usdjpy #gbpusd #forexsignals #msft #nvda #wmt #btc #bitcoin #tsla #aapl #spy #usoil #crudeoil https://t.co/OaOfzrWrkr"
2023-04-17T06:30:27.000Z,27489567,"RT @Gusfrin92486024: スペースXのスターシップ飛行テスト、本日20時すぎより公式ライブ中継開始
https://t.co/6SAxBBcKJh

スペースシャトルと根本的な違いはスターシップは火星で都市を作ることを目的に設計されているため、100トン以上の積…"
2023-04-17T06:29:29.000Z,1061650783333040129,"Where are they getting this information? it’s wrong pertaining to megacaps. No wonder people are so confused.

If you watch my YouTube I covered all the PE levels for every recent major correction since 1995.

#spy #tsla #googl #meta #aapl #msft

2022 Market Correction -2023 Bull… https://t.co/wcNn34Qav4 https://t.co/i7K5RzzUvn https://t.co/jye5vz2nkX"
2023-04-17T06:28:57.000Z,2239171160,⚠️🇺🇸#tsla after a report on supply for 1 sq. https://t.co/HIWDVsjSAP
2023-04-17T06:27:26.000Z,1061650783333040129,"Where are they getting this information? it’s wrong pertaining to megacaps. No wonder people are so confused.
#spy #tsla #googl #meta #aapl #msft

2022 Market Correction -2023 Bull Run!!!
https://t.co/kTLdcSXfuj https://t.co/1dJyvE9Wie https://t.co/VYdHj7M83G https://t.co/jye5vz2nkX"
2023-04-17T06:26:20.000Z,4923733461,"RT @mrvuxxx: Soon I’ll be able to buy $1 of #TSLA @elonmusk 😄 maybe $2. 

Team $SOLO #Sologenic #XRPL https://t.co/tU5bYG8JoL"
2023-04-17T06:26:05.000Z,932911900375109633,"🔴#VeilleINSHEA 🔴 Le bulletin de veille Troubles spécifiques du #langage et des apprentissages est disponible !
(#dyslexie, #dysorthographie, #dyspraxie, #dyscalculie, #dysphasie) #DYS #TSLA
n°8️⃣7️⃣ avril 2023
➡ https://t.co/Sf1du5GNWs https://t.co/935glrFend"
2023-04-17T06:25:45.000Z,1509518016035360772,"#USDCHF ALL targets hit precisely! 185 pips profit🎯

Join our FREE telegram channel. Link in the bio.

#xauusd #eurusd #eurjpy #usdcad #usdjpy #gbpusd #msft #nvda #wmt #btc #bitcoin #forexsignals #usoil #crudeoil #amzn #qqq #goog #tsla #aapl #spy https://t.co/llfD10yNj0"
2023-04-17T06:18:16.000Z,1509458328832950277,"#EURGBP ALL targets hit! 85 pips profit🎯🎯

Join our FREE telegram channel. Link in the bio.

#xauusd #eurusd #eurjpy #usdcad #usdjpy #gbpusd #tsla #aapl #spy #forextrading #msft #nvda #wmt #nasdaq #dji #spx #eth #nfts #crypto #amzn #qqq #goog https://t.co/JKMPbKOqgc"
2023-04-17T06:17:15.000Z,1320552170752667648,"RT @Gusfrin92486024: スペースXのスターシップ飛行テスト、本日20時すぎより公式ライブ中継開始
https://t.co/6SAxBBcKJh

スペースシャトルと根本的な違いはスターシップは火星で都市を作ることを目的に設計されているため、100トン以上の積…"
2023-04-17T06:12:54.000Z,1459257114984165381,"RT @adamtaha_: Get ahead with the weekly market outlook for the week beginning April 17th 2023 
#stockstowatch #earnings #tsla #gs #nflx #s…"
2023-04-17T06:05:23.000Z,1519565852227514369,"#NZDJPY ALL targets hit! 180 pips profit🎯

Join our FREE telegram channel. Link in the bio.

#xauusd #eurusd #eurjpy #usdcad #usdjpy #gbpusd #forexsignals #usoil #crudeoil #amzn #qqq #goog #tsla #aapl #spy #forextrading https://t.co/KmmCvuQGMx"
2023-04-17T05:57:59.000Z,116173207,"RT @Gusfrin92486024: スペースXのスターシップ飛行テスト、本日20時すぎより公式ライブ中継開始
https://t.co/6SAxBBcKJh

スペースシャトルと根本的な違いはスターシップは火星で都市を作ることを目的に設計されているため、100トン以上の積…"
2023-04-17T05:57:57.000Z,1518999192840069121,"#NZDJPY ALL targets hit! 180 pips profit🎯

Join our FREE telegram channel. Link in the bio.

#xauusd #eurusd #eurjpy #usdcad #usdjpy #gbpusd #btc #bitcoin #usoil #crudeoil #amzn #qqq #goog #tsla #aapl #spy #forextrading https://t.co/s3Spf6khys"
2023-04-17T05:52:30.000Z,1519516417371955200,"#GBPCAD ALL targets hit! 275 pips profit🎯✅🔥

Join our FREE telegram channel. Link in the bio.

#xauusd #eurusd #eurjpy #usdcad #usdjpy #gbpusd #btc #bitcoin #tsla #aapl #spy #forextrading #amzn #qqq #goog #nasdaq #dji #spx https://t.co/gBgmIY1rUT"
2023-04-17T05:52:04.000Z,1357037977692758016,RT @Businesblog5: Tesla Model 3 project breaks record https://t.co/YCvbQhZFsC @Tesla #TSLA https://t.co/KCwHKxAOS1
2023-04-17T05:51:57.000Z,1636961782752509954,"RT @Gusfrin92486024: スペースXのスターシップ飛行テスト、本日20時すぎより公式ライブ中継開始
https://t.co/6SAxBBcKJh

スペースシャトルと根本的な違いはスターシップは火星で都市を作ることを目的に設計されているため、100トン以上の積…"
2023-04-17T05:51:54.000Z,1454807039222423554,RT @Businesblog5: Tesla Model 3 project breaks record https://t.co/YCvbQhZFsC @Tesla #TSLA https://t.co/KCwHKxAOS1
2023-04-17T05:51:44.000Z,1532459874990407698,RT @Businesblog5: Tesla Model 3 project breaks record https://t.co/YCvbQhZFsC @Tesla #TSLA https://t.co/KCwHKxAOS1
2023-04-17T05:51:33.000Z,1488878381454221315,RT @Businesblog5: Tesla Model 3 project breaks record https://t.co/YCvbQhZFsC @Tesla #TSLA https://t.co/KCwHKxAOS1
2023-04-17T05:51:22.000Z,1351229750312886275,Tesla Model 3 project breaks record https://t.co/YCvbQhZFsC @Tesla #TSLA https://t.co/KCwHKxAOS1
2023-04-17T05:46:02.000Z,1514197958199287820,"#EURUSD ALL targets hit! 150 pips profit🎯

Join our FREE telegram channel. Link in the bio.

#xauusd #eurjpy #usdcad #usdjpy #gbpusd #amzn #qqq #goog #forexsignals #nasdaq #dji #spx #eth #nfts #crypto #tsla #aapl #spy #msft #nvda #wmt https://t.co/gMTFO6omGi"
2023-04-17T05:42:21.000Z,922347196862697472,"RT @jayzpio: Reading #TSLA 🔋🚗 financial report with @LangChainAI 🦜⛓️ @streamlit  and Chatgpt

Fun weekend project, but 🤯. Imagine no longer…"
2023-04-17T05:41:05.000Z,2436739819,"Hahaha this is so funny! I don't think anyone could keep up tweeting about Tesla for 10 years straight, so it's understandable why the guy would be labelled crazy. #tsla https://t.co/VtletlbnIp"
2023-04-17T05:40:14.000Z,141450609,"RT @Gusfrin92486024: スペースXのスターシップ飛行テスト、本日20時すぎより公式ライブ中継開始
https://t.co/6SAxBBcKJh

スペースシャトルと根本的な違いはスターシップは火星で都市を作ることを目的に設計されているため、100トン以上の積…"
2023-04-17T05:39:36.000Z,221800544,"#CADCHF ALL targets hit! 70 pips profit✅🎯

Join our FREE telegram channel. Link in the bio.

#xauusd #eurusd #eurjpy #usdcad #usdjpy #gbpusd #tsla #aapl #spy #forextrading #usoil #crudeoil #btc #bitcoin #nasdaq #dji #spx #amzn #qqq #goog https://t.co/pPrm3n2Tkh"
2023-04-17T05:38:45.000Z,920917015874981888,$TSLA #TSLA https://t.co/OqUczYjNfY
2023-04-17T05:36:35.000Z,87226645,Or twitter is a public diary 📔 setting myself up for the tesla mental institution with a history log bc the Internet never forgets lol “this guy tweeted about tesla 69 times per day for 10 years straight” he must be crazy 😜 #tsla https://t.co/9uVNUJK4IY
2023-04-17T05:36:06.000Z,87226645,Or twitter is a public diary 📔 setting myself up for the tesla mental institution with a history log bc the Internet never forgets lol “this guy tweeted about tesla 69 times per day for 10 years” lol he must be crazy #tsla https://t.co/hqo98TyYfF
2023-04-17T05:33:47.000Z,87226645,Twitter is an interesting place sort of for lonely people w/out anyone that will listen to their crazy ideas discuss passionate &amp; random topics &amp; where opinions are encouraged via community of equally like minded individuals free of judgment 💬 #tsla #elonmusk @elonmusk
2023-04-17T05:31:55.000Z,972324551643156480,"#GBPAUD ALL targets hit! 185 pips profit✅🎯

Join our FREE telegram channel. Link in the bio.

#xauusd #eurusd #eurjpy #usdcad #usdjpy #gbpusd #forextrading #eth #nfts #crypto #tsla #aapl #spy #nasdaq #dji #spx #msft #nvda #wmt https://t.co/eWhUMOBzR7"
2023-04-17T05:20:29.000Z,2436739819,"I don't think Grogu is strong enough to save Tesla stock this week, but he may be able to save the Mandalorian! Let's hope Elon Musk can do a better job in the stock market. #tsla #elonmusk @elonmusk #mandalorian https://t.co/CEFCQGH8VX"
2023-04-17T05:18:50.000Z,1630824441478512641,"RT @lastadam: $TSLA #TSLA 4/21 4DTE 68% Probability of Market Maker Move = 171.2-198.8 based on tonight's options premiums @ 93.28% IV. 

g…"
2023-04-17T05:18:16.000Z,87226645,Look forward to unemployment day 12 tomorrow which I don’t have to do anything and no manager will tell me what to do lol 😎but my wife can still boss me around 😫#tsla https://t.co/Nk4940oWO0
2023-04-17T05:16:53.000Z,87226645,Look forward to unemployment day 12 tomorrow which I don’t have to do anything and no manager will tell me what to do lol 😎#tsla https://t.co/dEYcyeyArA
2023-04-17T05:15:15.000Z,22126760,"Tesla (#TSLA)
Tesla reduced prices in several European markets, including Germany and France, for all versions of the Model 3, S, and X, as well as the Model Y Performance.

$TSLA will be Releasing its Q1 of 2023 Earnings Report on April 19th.

https://t.co/8vW7fLo53r"
2023-04-17T05:12:50.000Z,1633946866579808258,"RT @SERobinsonJr: My Starship brings all the Teslas to the yard.
Damn right.
It's better than... Anyway, a Tesla thread. 
Watch all of the…"
2023-04-17T05:12:40.000Z,87226645,"You tweet too much when you start texting people and including hash tags without evening knowing.

“What’s for dinner mom” #meatloaf
“Traffic was crazy today good thing I used fsd beta” #fsdbeta
“Watched bball today in the tesla” #tsla"
2023-04-17T05:11:02.000Z,2725496807,@cryptomanran #doge for #TSLA earnings AND 4/20
2023-04-17T05:06:29.000Z,87226645,The only thing that can save Tesla stock this week is grogu saving the mandalorian in the season finale #tsla #elonmusk @elonmusk #mandalorian https://t.co/8QT1MSZfJm
2023-04-17T04:59:20.000Z,87226645,The only thing that can save Tesla stock this week is grogu saving the mandalorian in the season finale #tsla #elonmusk @elonmusk https://t.co/1kM36ID48h
2023-04-17T04:56:13.000Z,2769384891,$TSLA #TSLA https://t.co/f4gCutRrs6
2023-04-17T04:55:04.000Z,87226645,"Starship blows up tomorrow and tesla stock goes down 10% lol bc people think there is some connection then Netflix reports earnings Tuesday causes tesla stock to go down 5% Wed, Tesla earnings are good and tesla stock goes up 15% to break even for the week 🤔 #TSLA"
2023-04-17T04:51:21.000Z,1597316115495280640,"Holy shit can u imagine a successful StarShip launch tomorrow AND a #TSLA    earnings beat on the 19th? COME ON !!!!!!!!!🚀💯🚀💯👍❤️👍❤️🙏👀👀👀🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀

#StarshipLaunch #TSLA"
2023-04-17T04:48:03.000Z,1571190406624284673,"RT @mrvuxxx: Soon I’ll be able to buy $1 of #TSLA @elonmusk 😄 maybe $2. 

Team $SOLO #Sologenic #XRPL https://t.co/tU5bYG8JoL"
2023-04-16T23:53:25.000Z,732414113914224640,"RT @just_smaillle: $TSLA 
#TSLA https://t.co/4PI0SdoPc8"
2023-04-16T23:51:00.000Z,3431403897,RT @Businesblog5: Tesla expands discounts https://t.co/nswAD6QVWP #TSLA @Tesla https://t.co/ox5UY1fk2V
2023-04-16T23:50:16.000Z,1214957598073589760,"$TSLA working its way into the top 10 most mentioned on wallstreetbets over the last 7 daysVia https://t.co/gAloIO6Q7s#tsla    #wallstreetbets  #stockmarket https://t.co/laMA8bopsH"
2023-04-16T23:45:35.000Z,995345856361521152,RT @strengthPlan: Turns out health insurance is like $1500 a month when your unemployed lol so I can never retire they trapped you unless t…
2023-04-16T23:33:32.000Z,2239171160,"🇺🇸🇪🇺#tsla
Tesla: We reduce prices in many European markets"
2023-04-16T23:30:44.000Z,1234183597583740929,"RT @SERobinsonJr: The sheer beauty of a @SpaceX Falcon-9 stage separation at night yet high enough to be in the sun. 

Watch til the end.…"
2023-04-16T23:25:40.000Z,1497364417868038144,"RT @Gusfrin92486024: テスラは社用車の法人顧客向けのみにモデル 3ロングレンジ RWD を復活させるます。

RWDのWLTP推定航続距離は 634kmで、AWDの602kmを上回っています。
https://t.co/8tzmZmmzVt #TSLA"
2023-04-16T23:12:23.000Z,18240930,"RT @SDLoansFinder: $icnm @eastwin8 $tesla

Here is a translation of an article with CEO Li Lanwei of $Kuora 👀 to be featured in the #Chines…"
2023-04-16T23:07:47.000Z,617682427,"#options
#OptionsTrading
https://t.co/hU64CQhlZ3
In early morning options action, equity names among the top 10 most actives today include: #TSLA, #AAPL, #NVDA, #AMZN, #AMC, #AMD, #GOOGL
 https://t.co/tbfU6Jy0Ym"
2023-04-16T23:06:36.000Z,237529533,@EmmetPeppers I’d rather have #TSLA spend on lobbying than advertising. Rules can be written that would equate less safe technologies with more safe technologies. https://t.co/cYmrqYd6ZC
2023-04-16T23:01:19.000Z,1554295753807433729,"#Bitcoin    #bttc    #USDT    #bist100 #stormgain #Binance    #kraken  #PiNetwork #TSLA #ETH #dogecoin #shibah #paribu #btcturk  #alphanetwork #APECOIN $TSLA #coindesk
 #Gateio #EndTheFed
Fantom coin 🚀🐳 https://t.co/89JUkFr5BL"
2023-04-16T22:56:56.000Z,1262088629406425090,"RT @Gusfrin92486024: スペースXのスターシップ飛行テスト、本日20時すぎより公式ライブ中継開始
https://t.co/6SAxBBcKJh

スペースシャトルと根本的な違いはスターシップは火星で都市を作ることを目的に設計されているため、100トン以上の積…"
2023-04-16T22:54:18.000Z,87226645,The truth is nobody believes Tesla will solve full autonomy. That gives Tesla an advantage playing the underdog role #TSLA
2023-04-16T22:53:51.000Z,87226645,When you block people on Twitter they don't disappear they are still here. It only means your information is limited which gives you a disadvantage. You want the most information available to make an informed decision/opinion #TSLA @elonmusk
2023-04-16T22:50:41.000Z,87226645,"It makes no sense to buy a vehicle today without semi-autonomous capability that will be updated to full autonomy at any time. Once full autonomy every vehicle w/out it will be like ""my vehicle is crap"" #tsla"
